Index,Gloss
1550,NAKED
1551,NAME
1552,NAPKIN
1553,NAVEL
1554,NAVY
1555,NEAR
1556,NECK
1557,NECKLACE
1558,NECKLACE4
1559,NECKLACE2
1560,NECKLACE3
1561,NEED
1562,NEEDLE
1563,NEGATIVE
1564,NEPHEW
1565,NERVE
1566,NET
1567,NETWORK
1568,NEUTRAL
1569,NEVER
1570,NEW
1571,NEWSPAPER
1572,NEWSTOME
1573,NEWYORK
1574,NEXT
1575,NEXTDOWN
1576,NEXTTO
1577,NEXTYEAR
1578,NICE
1579,NIECE
1580,NIGHT
1581,NIGHT
1581,NIGHT2
1582,NINE
1583,NO
1584,NOBIGDEAL
1585,NOISE
1586,NONE
1587,NONSENSE
1588,NOON
1589,NOON
1589,NOON2
1590,NOOSE
1591,NORMAL
1592,NORTH
1593,NOSE
1594,NOSEBLEED
1595,NOT
1596,NOTATHING
1597,NOTCARE
1598,NOTHING
1599,NOTHING2
1600,NOTHINGATALL
1601,NOTINTERESTED
1602,NOTMIND
1603,NOTUNDERSTAND
1604,NOTUSEDTO
1605,NOTYET
1606,NOW
1607,NUMBERS
1608,NURSE
1609,NUT
1610,NUT2
1611,OBSESS
1612,OBVIOUS
1613,OCEAN
1614,OCTOPUS
1615,OFF
1616,OFFEND
1617,OFFHAND
1618,OFFICE
1619,OFFTHEPOINT
1620,OFTEN
1621,OHISEE
1622,OIL3
1623,OIL
1624,OIL2
1625,OK
1626,OLD
1627,OLDEST
1628,ON
1629,ONCE
1630,ONE
1631,ONEMORE1
1632,ONEMORE2
1633,ONEYEARAGO
1634,ONION
1635,ONLYONE
1636,OOH
1637,OOPS
1638,OPEN
1639,OPENBOOK
1640,OPENWALLET
1641,OPERATEMACHINE
1642,OPINION1
1643,OPINION2
1644,OPPORTUNITY
1645,OPTION
1646,OR
1647,ORAL
1648,ORANGE
1649,ORANGEEYES
1650,ORANGETHROAT
1651,ORDER
1652,ORDER2
1653,ORGANIZATION
1654,OSTRICH
1655,OTHER
1656,OUR
1657,OUT
1658,OUTSIDE
1659,OVER
1660,OVERLOOK
1661,OVERNIGHT
1662,OVERTAKE
1663,OVERWHELMED
1664,OWE
1665,OWL
1666,OWN
1667,PACK
1668,PAGE
1669,PAGEANT
1670,PAIN
1671,PAINT
1672,PAINTBRUSH
1673,PAIR
1674,PANCAKE
1675,PANTS
1676,PANTS2
1677,PAPER
1678,PAPERCUTTER
1679,PARACHUTE
1680,PARACHUTE2
1681,PARACHUTE3
1682,PARADE
1683,PARAGRAPH
1684,PARALLEL
1685,PARANOID
1686,PARENTS
1687,PARK
1688,PARTY
1689,PARTY
1689,PARTY2
1690,PASS
1691,PASSOUT
1692,PASSPORT
1693,PAST
1694,PATIENT
1695,PATIENT2
1696,PATIENT3
1696,PATIENT2
1697,PAY
1698,PAYOFFBILLS
1699,PEACE
1700,PEACH
1701,PEACH2
1702,PEACOCK
1703,PEANUTBUTTER
1704,PEAR
1705,PEAS1
1706,PEAS2
1707,PECK
1708,PEEKABOO
1709,PEEL2
1710,PEEL3
1711,PEEL1
1712,PEG
1713,PEG3
1714,PEG2
1715,PEN
1716,PENCIL
1717,PENGUIN
1718,PENIS
1719,PENNY
1720,PEOPLE
1721,PEPPER
1722,PEPSI
1723,PERCEIVE
1724,PERCENT
1725,PERFECT
1726,PERFUME
1727,PERFUME2
1728,PERIOD
1729,PERMISSION
1730,PERSISTENT
1731,PERSON
1732,PERSPECTIVE
1733,PERSUADE
1734,PET
1735,PET2
1736,PHARMACIST
1737,PHILADELPHIA
1738,PHILOSOPHY
1739,PHONE
1740,PHOTOGRAPHY
1741,PHYSICS
1742,PIANO
1743,PICK2
1744,PICKLE
1745,PICNIC
1746,PICTURE
1747,PIE
1748,PIG
1749,PILE
1750,PILL
1751,PILLOW
1752,PILLOW2
1753,PILLOW3
1754,PINCH
1755,PINCH2
1756,PINEAPPLE
1757,PINEAPPLE4
1758,PINEAPPLE5
1759,PINEAPPLE2
1760,PINEAPPLE3
1761,PINK
1762,PINON
1763,PIPE
1764,PIPE2
1765,PIPE3
1766,PIPE4
1767,PIRATE
1768,PISSEDOFF
1769,PITCHER
1770,PITY
1771,PIZZA
1772,PIZZA2
1773,PIZZACUTTER
1774,PJS
1775,PLACE
1776,PLAIN
1777,PLAN
1778,PLANET
1779,PLANT
1780,PLATE
1781,PLATFORM
1782,PLAY
1783,PLAYERS
1784,PLAYGROUND
1785,PLEASE
1786,PLENTY
1787,PLIERS
1788,PLOW
1789,PLOW2
1790,PLUG
1791,PLUG2
1792,PLUMMET
1793,PLUNGER
1794,PLUS
1795,POINT
1796,POINTINDEX
1797,POLE
1798,POLICEMAN
1799,POLICEMAN2
1800,POLICY
1801,POLISH
1802,PONDER
1803,POOLGAME
1804,POOP
1805,POOR
1806,POP4
1807,POP
1808,POP2
1809,POP3
1810,POPCORN
1811,POPE
1812,POPULAR
1813,PORCUPINE
1814,POSITIVE
1815,POSSIBLE
1816,POSSUM
1817,POSTPONE
1818,POTATO
1819,POUR2
1820,POUR
1821,POWDER
1822,POWER
1823,PRACTICE
1824,PRAYER
1825,PREACHER
1826,PRECIOUS
1827,PREDICT
1828,PREFER
1829,PREGNANT
1830,PRESIDENT
1831,PRESS
1832,PRESSINMIND
1833,PRETEND
1834,PRETTY
1835,PRICE
1836,PRIDE
1837,PRIEST
1838,PRINCE
1839,PRINCIPAL
1840,PRINT
1841,PRIORITY
1842,PRISON
1843,PROBLEM2
1844,PROBLEM1
1845,PROCESS
1846,PRODUCESIGN
1847,PROFOUNDLYDEAF
1848,PROGRAM
1849,PROJECT
1850,PROMISE
1851,PROMOTE
1852,PROOF
1853,PROPELLER1
1854,PROPOSE
1855,PROTECTION
1856,PROTEST
1857,PROVIDE
1858,PROXIMALIZATION
1859,PSYCHOLOGIST
1860,PSYCHOLOGY
1861,PUBLIC
1862,PULL
1863,PULLCONVINCE
1864,PUMPKIN
1865,PUNCHFACE
1866,PUNISH
1867,PURPLE
1868,PUSH
1869,PUT
1870,PUTASIDE
1871,PUTINBACKMIND
1872,PUZZLED
1873,QM
1874,QTIP
1875,QUALITY
1876,QUARTER
1877,QUEEN
1878,QUIET
1879,QUIT
1880,RABBIT
1881,RABBIT2
1882,RACE
1883,RACECARTRACK
1884,RADIO
1885,RAIN
1886,RAINBOW
1887,RAISIN
1888,RAKE
1889,RANGE
1890,RAT
1891,RAZOR
1892,RAZOR2
1893,REACH
1894,REACT
1895,READ
1896,READY
1897,REALLY
1898,REALLYINTO
1899,REALSICK
1900,REASON
1901,RECENT
1902,RECENT2
1902,RECENT
1903,RECITE
1904,RECORD
1905,RECORDING
1906,RED
1907,REDFACED
1908,REDUCE
1909,REFLECT
1910,REFRIGERATOR
1911,REFUSE
1912,REGISTER
1913,REGULAR
1914,RELATIONSHIP
1915,RELAX
1916,RELAX2
1917,RELEASE
1918,RELIEF
1919,RELIGION
1920,REMEMBER2
1921,REMEMBER
1922,REMIND
1923,REMOTECONTROL
1924,REMOVE
1925,REPLACE
1926,REQUEST
1927,RESCUE
1928,RESEARCH
1929,RESEARCH2
1929,RESEARCH
1930,RESENT
1931,RESIGN
1932,RESIST
1933,RESPECT
1934,RESPONSIBILITY
1935,REST
1936,RESTALLDAY
1937,RESTAURANT
1938,RESTLESS
1939,RESULT
1940,RETIRE
1941,RETRIEVE
1942,REVENGE
1943,RHINO2
1944,RHINO3
1945,RHINO
1946,RIBBONAWARD
1947,RICH
1948,RIDE2
1949,RIDE1
1950,RIGHT1
1951,RIGHT2
1952,RIGHT3
1953,RING
1954,RISK
1955,RIVER
1956,RIVER2
1956,RIVER
1957,ROAD
1958,ROAR
1959,ROAR2
1960,ROAST
1961,ROB
1962,ROBOT
1963,ROCK
1964,ROCKET1
1965,ROCKET2
1966,ROCKINGCHAIR
1967,ROCKINGCHAIR2
1967,ROCKINGCHAIR
1968,ROLE
1969,ROLL
1970,ROLLERBLADING
1971,ROLLERSKATING
1972,ROLLUPSLEEVES
1973,ROOF
1974,ROOM
1975,ROOMMATE
1976,ROOSTER
1977,ROPE
1978,ROSE
1979,ROUGH
1980,ROW
1981,RUDE
1982,RUIN
1983,RULE
1984,RULER
1985,RUN
1986,RUN2
1987,RUNFAUCET
1988,RUNOUTOF
1989,RUSH
1990,RUSSIA
1991,SAD
1992,SAFE
1993,SAIL
1994,SAIL2
1995,SAILBOAT
1996,SALAD
1997,SALT
1998,SALTSHAKER
1999,SAME
2000,SAME2
2001,SAMESAME
2002,SAMETIME
2003,SANDALS
2004,SANDWICH
2005,SANDWICH4
2006,SANDWICH3
2007,SANDWICH2
2008,SANTA
2009,SARCASTIC
2010,SATURDAY
2011,SAUCE
2012,SAUSAGE
2013,SAVE
2014,SAVEMONEY
2015,SAW
2016,SAW2
2017,SAXOPHONE
2018,SCAN
2019,SCARCELY
2020,SCARED
2021,SCARF
2022,SCARF4
2023,SCARF3
2024,SCARF2
2025,SCARMEMORY
2026,SCHOOL
2027,SCIENCE
2028,SCIENTIST
2029,SCISSORS
2030,SCOLD
2031,SCOOP
2032,SCORE
2033,SCOUT
2034,SCRATCH
2035,SCREAM
2036,SCREWDRIVER
2037,SCREWDRIVER2
2038,SCREWDRIVER3
2039,SCRIPT
2040,SCROLLDOWN
2041,SCRUB
2042,SCULPT
2043,SCULPTURE
2044,SEAL
2045,SECRET
2046,SECRETARY
2047,SEE
2048,SEEM
2049,SEESEE
2050,SELECT
2051,SELF
2052,SELL
2053,SENATE
2054,SEND
2055,SENIORCITIZEN
2056,SENSITIVE
2057,SENTENCE
2058,SENTENCE
2058,SENTENCE2
2059,SEQUENCE
2060,SERIOUS
2061,SERVE1
2062,SERVE2
2063,SETUP
2064,SEVEN
2065,SEVERAL
2066,SEW
2067,SHAKE
2068,SHAKE2
2069,SHAKESPEARE
2070,SHAME
2071,SHAMEONYOU
2072,SHAMPOO
2073,SHAPE
2074,SHARE
2075,SHARK2
2076,SHARK1
2077,SHARP1
2078,SHARP2
2079,SHARPEN1
2080,SHARPEN3
2081,SHARPEN2
2082,SHAVE
2083,SHAVE
2083,SHAVE2
2084,SHAVE4
2085,SHAVE5
2086,SHAVE3
2087,SHEEP
2088,SHELF
2089,SHIELD
2090,SHINY
2091,SHIRT
2092,SHIRT2
2093,SHOCKED
2094,SHOES
2095,SHOOT
2096,SHOOT2
2097,SHOOTING
2098,SHOP
2099,SHOP1
2100,SHORTDISTANCE
2101,SHORTPERSON
2102,SHORTS
2103,SHORTWORD
2104,SHOT
2105,SHOULD
2106,SHOULDER
2107,SHOULDER3
2108,SHOULDER2
2109,SHOUT
2110,SHOUT2
2111,SHOVEL
2112,SHOVEL2
2113,SHOW
2114,SHOWER
2115,SHRIMP
2116,SHUTOUT
2117,SHY
2118,SICK
2119,SIDE
2120,SIDEBURNS
2121,SIGN
2122,SIGNATURE
2123,SIGNINGFLUENTLY
2124,SIGNLANGUAGE
2125,SIGNPAPER
2126,SILLY
2127,SILVER
2128,SINCE
2129,SING
2130,SINGLE
2131,SINGLEOUT
2132,SINK
2133,SIREN
2134,SISTER
2135,SIT
2136,SITUATION
2137,SIX
2138,SKATE
2139,SKATEBOARDING
2140,SKATEBOARDING2
2141,SKATEBOARDING3
2142,SKI
2143,SKI-CA
2144,SKILL
2145,SKIN
2146,SKIRT
2147,SKUNK
2148,SLAVE
2149,SLED1
2150,SLED2
2151,SLEEP
2152,SLICE2
2153,SLICE
2154,SLICE4
2155,SLICE3
2156,SLIDE
2157,SLIDE2
2158,SLINGSHOT
2159,SLIP2
2160,SLIP
2161,SLIPPER
2162,SLOW
2163,SMALL
2164,SMART
2165,SMELL
2166,SMELLMONEY
2167,SMILE
2168,SMILE2
2169,SMOKE
2170,SMOKING
2171,SMOOTH
2172,SNAIL
2173,SNAKE
2174,SNAP
2175,SNAPSTICK
2176,SNEAKADVENTURE
2177,SNEEZE2
2178,SNEEZE
2179,SNOB
2180,SNORKEL
2181,SNOW
2182,SNOW2
2183,SNOWBOARD
2184,SNOWMAN
2185,SNOWSUIT
2186,SO
2187,SOAP
2188,SOAP2
2189,SOCCER
2190,SOCCER2
2191,SOCIAL
2192,SOCIALIZE
2193,SOCIETY
2194,SOCKS
2195,SODA
2196,SOFA
2197,SOFT
2198,SOFTBALL
2199,SOME
2200,SOMERSAULT2
2201,SOMERSAULT3
2202,SOMERSAULT
2203,SOMETHING
2204,SOMETIMES
2205,SON
2206,SOON
2207,SOON3
2208,SOPHISTICATED
2209,SOPHOMORE
2210,SORRY
2211,SOUND
2212,SOUP
2213,SOUR
2213,7-seedSOUR
2214,SOUTH
2215,SOW
2216,SPACE
2217,SPACESHIP
2218,SPAGHETTI
2219,SPAIN
2220,SPEAKERS
2221,SPECIAL
2222,SPECIAL2
2222,SPECIAL
2223,SPECIALIST
2224,SPECIFIC
2225,SPEND
2226,SPENDLOTSOFMONEY
2227,SPICY
2228,SPIDER
2229,SPILL1
2230,SPILL2
2231,SPITOUT
2232,SPLASH-CA
2233,SPONTANEOUS
2234,SPOON
2235,SPORTS
2236,SPOTSOMETHING
2237,SPREAD1
2238,SPREAD3
2239,SPREAD2
2240,SPRING
2241,SQUARE
2242,SQUAREIDIOT
2243,SQUEEZE
2244,SQUIRREL
2245,SSHH
2246,STACK2
2247,STACK3
2248,STACK
2249,STACK4
2250,STADIUM
2251,STAFF
2252,STAIRS
2253,STAMP1
2254,STAMP2
2255,STAMP
2256,STAND-UP
2257,STAND2
2258,STAND
2259,STAPLER
2260,STAR
2261,STARBUCKS
2262,STARE
2263,STARS
2264,START
2265,STATE
2266,STAY
2267,STAYAWAKE24HRS
2268,STEAK
2269,STEAL
2270,STEAM
2271,STEP
2272,STETHOSCOPE
2273,STETHOSCOPE2
2274,STETHOSCOPE4
2275,STETHOSCOPE3
2276,STICKY
2277,STILL
2278,STIMULATE
2279,STING
2280,STINK
2281,STIR
2282,STOCKINGS
2283,STOMACH
2284,STOP
2285,STOPWATCH
2286,STORY3
2287,STORY1
2288,STORY2
2289,STRAIGHT
2290,STRAIN1
2291,STRAIN2
2292,STRANGE
2293,STRANGLE
2294,STRAW
2295,STRAWBERRY
2296,STRAWBERRY3
2297,STRAWBERRY4
2298,STRAWBERRY2
2299,STREET
2300,STRESS
2301,STRETCH-CA
2302,STRETCH2
2303,STRETCH1
2304,STRICT
2305,STRING
2306,STRIPE
2307,STRONG
2308,STRUCTURE
2309,STRUGGLE
2310,STUBBORN
2311,STUCK
2312,STUDENT
2313,STUDY
2314,STUMBLE
2315,STUPID1
2316,STUPID2
2317,SUBTRACT
2318,SUCK
2319,SUCKTHUMB
2320,SUIT
2321,SUMMARIZE
2322,SUMMER
2323,SUMMON
2324,SUN
2325,SUNBATHE2
2326,SUNBATHE
2327,SUNDAY
2328,SUNRISE
2329,SUNSET
2330,SUPERIOR
2331,SUPERVISE
2332,SUPERVISOR
2333,SUPPORT2
2334,SUPPORT1
2335,SURE
2336,SURF
2337,SURGEON
2338,SURGERY
2339,SURPRISE
2340,SUSHI
2341,SUSPECT
2342,SUSPEND
2343,SUSPENDERS
2344,SUSPENDERS2
2345,SWALLOW
2346,SWEARIN
2347,SWEAT
2348,SWEATER3
2349,SWEATER2
2350,SWEATER
2351,SWEATPANTS
2352,SWEATSHIRT
2353,SWEEP
2354,SWEET
2355,SWEETHEART
2356,SWIM
2357,SWIM2
2358,SWING
2359,SWING2
2360,SWITZERLAND
2361,SWORD
2362,SYMPATHY
2363,SYSTEM
2364,TABLE
2365,TABLET
2366,TAIL
2367,TAIL2
2368,TAKE
2369,TAKECARE
2370,TAKENOTES
2371,TAKEOFF
2372,TAKEOFF2
2372,TAKEOFF
2373,TAKEPILL
2374,TALK
2375,TALK2
2376,TALKDIRTY
2377,TALL2
2377,TALL
2378,TALL
2378,TALL1
2379,TAN
2380,TANKTOP
2381,TAPE
2382,TASTE
2383,TEA
2384,TEACH
2385,TEACH2
2386,TEACHER
2387,TEAM
2388,TEAR
2389,TEARRIP1
2390,TEARRIP2
2391,TEASE
2392,TECHNOLOGY
2393,TEENAGER
2394,TEETH
2395,TELL
2396,TEMPERBLOWUP
2397,TEMPORARY
2398,TEMPTATION
2399,TENDENCY
2400,TENDYOUR
2401,TENNIS
2402,TENT
2403,TEST
2404,TEXT
2405,THAN
2406,THANKSGIVING
2407,THANKYOU
2408,THAT
2409,THEATRE
2410,THEN
2411,THEORY
2412,THERAPY
2413,THERE
2414,THERMOMETER
2415,THESE
2416,THEY
2417,THEY2
2417,THEY
2418,THIEF1
2419,THIEF2
2420,THIN
2421,THINGS
2422,THINK
2423,THINKCHIN
2424,THINKCONNECT
2425,THINKEXPAND
2426,THINKOBSESS
2427,THINKOVER
2428,THINKPENETRATE
2429,THINKPONDER
2430,THIRD
2431,THIRD2
2431,THIRD
2432,THIRSTY
2433,THIS-IT
2434,THOUGHTDISAPPEAR
2435,THREE
2436,THRILLED
2437,THROW
2438,THROW2
2439,THROWAWAY
2440,THUNDER
2441,THURSDAY
2442,TICKET
2443,TICKLE
2444,TIE
2445,TIE2
2446,TIEUP2
2446,TIEUP1
2447,TIEUP2
2447,TIEUP1
2448,TIGER
2449,TIME
2450,TIMEOUT
2451,TIMEPROGRESS
2452,TIMETOTIME
2453,TINY
2454,TIRED
2455,TIREDOF
2456,TISSUE
2457,TO
2458,TOAGOAL
2459,TOAST
2460,TOBACCO
2461,TODAY
2462,TOGETHER
2463,TOILET
2464,TOMATO
2465,TOMORROW
2466,TONGUE
2467,TOOMUCH
2468,TOOTHBRUSH
2469,TOOTHBRUSH-CA
2470,TOP
2471,TOPIC
2472,TORNADO
2473,TOSS
2474,TOSSOUT
2475,TOTAL
2476,TOUCH
2477,TOUGH
2478,TOURNAMENT
2479,TOW3
2480,TOW1
2481,TOW2
2482,TOWEL
2483,TOY3
2484,TOY2
2485,TOY1
2486,TRACTOR
2487,TRADITION
2488,TRAFFIC
2489,TRAIN
2490,TRANSFER
2491,TRANSGENDER
2492,TRANSLATE
2493,TRASH
2494,TRAVEL
2495,TREE
2496,TRIANGLE
2497,TRIM2
2498,TRIM1
2499,TRIP1
2500,TRIP2
2501,TRIPLE
2502,TROPHY
2503,TROUBLE
2504,TRUCK1
2505,TRUCK2
2506,TRUEBUSINESS
2507,TRUTH
2508,TRY
2509,TTY
2510,TUBE
2511,TUBETOP
2512,TUESDAY
2513,TURBAN
2514,TURKEY
2515,TURKEY2
2516,TURN
2517,TURNAROUND
2518,TURNKEY
2519,TURTLE
2520,TV
2521,TWINS
2522,TWINS2
2522,TWINS
2523,TWIRL
2524,TWO
2525,TWOMORE
2526,TWOOFUS
2527,TWOWEEKS
2528,TYPE
2529,TYPE2
2529,TYPE
2530,UDDER
2531,UGLY
2532,UMBRELLA
2533,UNAWARE
2534,UNCERTAIN
2535,UNCLE
2536,UNDER
2537,UNDERGRADUATE
2538,UNDERSTAND
2539,UNDERWEAR
2540,UNDERWEAR2
2541,UNICORN
2542,UNIQUE
2543,UNIVERSE
2544,UNIVERSITY
2545,UNTIL
2546,UP
2547,UPLOAD
2548,UPSET
2549,UPSET1
2550,US
2551,USE
2552,VACATION
2553,VACUUM
2554,VAGINA
2555,VAIN
2556,VALIDATE
2557,VALLEY
2558,VALUE
2559,VAMPIRE
2560,VANILLA
2561,VANISH
2562,VASE
2563,VEGETABLE
2564,VERB
2565,VERY
2566,VERYINTERESTED
2567,VEST
2568,VIBRATE
2569,VIDEOCAMERA
2570,VIDEOCAMERA2
2571,VIDEOGAME
2572,VIDEOPHONE
2573,VIEW
2574,VILLAGE
2575,VIOLIN
2576,VISION
2577,VISIT
2578,VISITOR
2579,VISUALIZE
2580,VITAMINS
2581,VLOG
2582,VOCABULARY
2583,VOICE
2584,VOLLEYBALL
2585,VOLUNTEER
2586,VOMIT
2587,VOTE
2588,W.H.A.T
2589,WADE2
2590,WADE
2591,WAIT
2592,WAITER
2593,WALK-TIGHTROPE-CL
2594,WALK
2595,WALK2
2596,WALL
2597,WALLET
2598,WALRUS
2599,WAND
2600,WANDER
2601,WANT2
2602,WANT
2603,WAR
2604,WARM
2605,WARN
2606,WASH1
2607,WASH3
2608,WASHDISHES
2609,WASHFACE1
2610,WASHFACE2
2611,WASHHANDS
2612,WASHMACHINE
2613,WASTE
2614,WATCH
2615,WATER
2616,WATERDROP
2617,WATERSKI
2618,WAVE
2619,WAY
2620,WE
2621,WEAK
2622,WEAR
2623,WEATHER
2624,WEAVE
2625,WEDDING
2626,WEDNESDAY
2627,WEEK
2628,WEEKEND
2629,WEIGH
2630,WEIGHT
2631,WEIRD
2632,WELCOME
2632,WELCOME2
2633,WELCOME
2634,WELL
2635,WEST
2636,WET
2637,WEWILLSEE
2638,WHALE
2639,WHAT2
2640,WHAT1
2641,WHATEVER
2642,WHATFOR
2643,WHATFOR2
2643,WHATFOR
2644,WHATFOR
2644,WHATFOR3
2645,WHEEL
2646,WHEELBARROW
2647,WHEELCHAIR
2648,WHEN
2649,WHERE
2650,WHICH
2651,WHILE
2652,WHIP
2653,WHISPER
2654,WHISTLE
2655,WHISTLE3
2656,WHITE
2657,WHITEPERSON
2658,WHO
2659,WHOLE
2660,WHY
2661,WHYNOT
2662,WIDE
2663,WIFE
2664,WILL
2665,WILLGO
2666,WIN
2667,WIND
2668,WINDMILL
2669,WINDMILL2
2670,WINDMILL3
2671,WINDOW
2672,WINDOWOPEN
2673,WINDY
2674,WINE
2675,WINK
2676,WINTER
2677,WISE
2678,WISH
2679,WITCH
2680,WITCH2
2681,WITH
2682,WITHOUT
2683,WOLF
2684,WOMAN
2685,WOMAN2
2686,WONDER
2687,WOOD
2688,WORD
2689,WORK
2690,WORKOUT
2691,WORKSHOP
2692,WORLD
2693,WORM
2694,WORRY
2695,WORSE
2696,WOW
2697,WRAP
2698,WRAPUP
2699,WRAPUP2
2700,WRESTLE
2701,WRING
2702,WRISTWATCH
2703,WRISTWATCH3
2704,WRISTWATCH2
2705,WRITE
2706,WRITEONWALL
2707,WRONG
2708,YAWN1
2709,YAWN4
2710,YAWN3
2711,YAWN2
2712,YAY
2713,YEAH
2714,YEAR
2715,YELLOW
2716,YES
2717,YESTERDAY
2718,YOU
2719,YOUNG
2720,YOUR
2721,YOURSELF
2722,YOYO
2723,YUCKY
2724,ZEBRA
2725,ZERO
2726,ZIPPER
2727,ZOO
2728,ZOOMIN
2729,ZOOMOFF
2730,TRUE
